,Entrez_Gene_Id,counts,Perc_Bi_Allelic,Density
496,29028.0,2.0,0.0,1193.4
497,219487.0,2.0,0.0,
498,57692.0,2.0,0.0,
499,6491.0,2.0,0.0,
500,6487.0,2.0,0.0,
501,55175.0,2.0,0.0,
502,260429.0,2.0,0.0,
503,10795.0,2.0,0.0,
504,324.0,2.0,0.0,982.3
505,55619.0,2.0,0.0,53.0
506,316.0,2.0,0.0,205.6
507,203102.0,2.0,0.0,
508,2357.0,2.0,0.0,1155.3
509,84273.0,2.0,0.0,
510,57646.0,2.0,0.0,
511,57554.0,2.0,0.0,
512,57642.0,2.0,0.0,3.7
513,288.0,2.0,0.0,676.2
514,57624.0,2.0,0.0,
515,51479.0,2.0,0.0,
516,270.0,2.0,0.0,
517,55565.0,2.0,0.0,
518,8908.0,2.0,0.0,
519,401666.0,2.0,0.0,
520,8440.0,2.0,0.0,
521,675.0,2.0,0.0,582.8
522,51427.0,2.0,0.0,
523,80243.0,2.0,0.0,535.9
524,57556.0,2.0,0.0,
525,10451.0,2.0,0.0,837.9
526,11019.0,2.0,0.0,
527,6935.0,2.0,0.0,
528,138009.0,2.0,0.0,
529,64847.0,2.0,0.0,
530,64921.0,2.0,0.0,
531,9895.0,2.0,0.0,
532,9612.0,2.0,0.0,737.5
533,7561.0,2.0,0.0,
534,7559.0,2.0,0.0,
535,5502.0,2.0,0.0,
536,148327.0,2.0,0.0,
537,5500.0,2.0,0.0,
538,7840.0,2.0,0.0,12.2
539,1390.0,2.0,0.0,
540,26246.0,2.0,0.0,
541,10290.0,2.0,0.0,
542,25946.0,2.0,0.0,
543,128338.0,2.0,0.0,
544,1356.0,2.0,0.0,
545,1444.0,2.0,0.0,
546,165186.0,2.0,0.0,
547,8788.0,2.0,0.0,
548,25914.0,2.0,0.0,
549,3381.0,2.0,0.0,
550,388403.0,2.0,0.0,
551,120114.0,2.0,0.0,
552,9520.0,2.0,0.0,
553,8624.0,2.0,0.0,
554,147658.0,2.0,0.0,
555,1294.0,2.0,0.0,
556,25836.0,2.0,0.0,530.6
557,25834.0,2.0,0.0,
558,64743.0,2.0,0.0,
559,23351.0,2.0,0.0,20.3
560,11259.0,2.0,0.0,
561,9638.0,2.0,0.0,
562,150356.0,2.0,0.0,
563,83450.0,2.0,0.0,
564,81034.0,2.0,0.0,
565,1606.0,2.0,0.0,
566,9796.0,2.0,0.0,
567,10149.0,2.0,0.0,
568,130617.0,2.0,0.0,
569,10196.0,2.0,0.0,
570,84856.0,2.0,0.0,
571,5664.0,2.0,0.0,
572,388633.0,2.0,0.0,
573,7695.0,2.0,0.0,
574,54796.0,2.0,0.0,238.9
575,9736.0,2.0,0.0,535.8
576,9734.0,2.0,0.0,
577,9724.0,2.0,0.0,954.6
578,9832.0,2.0,0.0,
579,85417.0,2.0,0.0,764.8
580,5604.0,2.0,0.0,
581,9698.0,2.0,0.0,
582,9686.0,2.0,0.0,
583,85461.0,2.0,0.0,591.2
584,28232.0,2.0,0.0,
585,170959.0,2.0,0.0,
586,284110.0,2.0,0.0,
587,9392.0,2.0,0.0,306.9
588,9666.0,2.0,0.0,267.5
589,26046.0,2.0,0.0,
590,286133.0,2.0,0.0,
591,9646.0,2.0,0.0,754.4
592,9644.0,2.0,0.0,120.6
593,388523.0,2.0,0.0,
594,5314.0,2.0,0.0,319.2
595,9886.0,2.0,0.0,
596,54454.0,2.0,0.0,
597,728888.0,2.0,0.0,
598,2766.0,2.0,0.0,
599,11231.0,2.0,0.0,
600,3037.0,2.0,0.0,
601,23515.0,2.0,0.0,
602,5082.0,2.0,0.0,
603,494551.0,2.0,0.0,
604,353238.0,2.0,0.0,
605,11215.0,2.0,0.0,
606,80345.0,2.0,0.0,
607,56253.0,2.0,0.0,
608,23469.0,2.0,0.0,
609,10277.0,2.0,0.0,
610,9126.0,2.0,0.0,
611,2969.0,2.0,0.0,
612,729533.0,2.0,0.0,
613,126133.0,2.0,0.0,
614,23405.0,2.0,0.0,1632.6
615,54815.0,2.0,0.0,
616,23379.0,2.0,0.0,
617,11083.0,2.0,0.0,193.2
618,5733.0,2.0,0.0,
619,283464.0,2.0,0.0,
620,80709.0,2.0,0.0,
621,254786.0,2.0,0.0,
622,4928.0,2.0,0.0,
623,5793.0,2.0,0.0,
624,326340.0,2.0,0.0,
625,4908.0,2.0,0.0,
626,55558.0,2.0,0.0,448.4
627,2853.0,2.0,0.0,
628,134147.0,2.0,0.0,
629,5126.0,2.0,0.0,
630,1660.0,2.0,0.0,
631,9228.0,2.0,0.0,
632,9883.0,2.0,0.0,
633,126123.0,2.0,0.0,
634,7337.0,2.0,0.0,
635,54801.0,2.0,0.0,
636,1188.0,2.0,0.0,
637,3233.0,2.0,0.0,
638,9372.0,2.0,0.0,656.4
639,26276.0,2.0,0.0,
640,64780.0,2.0,0.0,
641,7297.0,2.0,0.0,
642,56853.0,2.0,0.0,
643,654463.0,2.0,0.0,
644,1138.0,2.0,0.0,
645,60437.0,2.0,0.0,
646,58472.0,2.0,0.0,
647,23649.0,2.0,0.0,
648,5214.0,2.0,0.0,1160.7
649,259266.0,2.0,0.0,569.3
650,1116.0,2.0,0.0,
651,23639.0,2.0,0.0,
652,60485.0,2.0,0.0,
653,5184.0,2.0,0.0,
654,10570.0,2.0,0.0,
655,7223.0,2.0,0.0,
656,9320.0,2.0,0.0,
657,219541.0,2.0,0.0,
658,3111.0,2.0,0.0,
659,7201.0,2.0,0.0,
660,5140.0,2.0,0.0,
661,113510.0,2.0,0.0,
662,204801.0,2.0,0.0,
663,9659.0,2.0,0.0,377.4
664,50485.0,2.0,0.0,
665,128367.0,2.0,0.0,
666,25963.0,2.0,0.0,
667,339302.0,2.0,0.0,
668,9569.0,2.0,0.0,
669,84196.0,2.0,0.0,536.9
670,3418.0,2.0,0.0,
671,64844.0,2.0,0.0,
672,200010.0,2.0,0.0,
673,23023.0,2.0,0.0,192.5
674,1285.0,2.0,0.0,
675,122011.0,2.0,0.0,
676,64816.0,2.0,0.0,
677,2972.0,2.0,0.0,
678,341277.0,2.0,0.0,
679,54549.0,2.0,0.0,611.3
680,79874.0,2.0,0.0,254.2
681,1297.0,2.0,0.0,213.9
682,29967.0,2.0,0.0,
683,5493.0,2.0,0.0,444.0
684,140679.0,2.0,0.0,
685,79915.0,2.0,0.0,753.8
686,1362.0,2.0,0.0,472.6
687,91653.0,2.0,0.0,360.1
688,145226.0,2.0,0.0,
689,55521.0,2.0,0.0,
690,6173.0,2.0,0.0,
691,26091.0,2.0,0.0,
692,9703.0,2.0,0.0,
693,1509.0,2.0,0.0,
694,7652.0,2.0,0.0,
695,7644.0,2.0,0.0,
696,50649.0,2.0,0.0,
697,26049.0,2.0,0.0,
698,3512.0,2.0,0.0,
699,23236.0,2.0,0.0,469.0
700,140803.0,2.0,0.0,245.5
701,116143.0,2.0,0.0,
702,7596.0,2.0,0.0,
703,5537.0,2.0,0.0,
704,388364.0,2.0,0.0,
705,25851.0,2.0,0.0,
706,56155.0,2.0,0.0,
707,8372.0,2.0,0.0,
708,130120.0,2.0,0.0,
709,57669.0,2.0,0.0,
710,5187.0,2.0,0.0,
711,54910.0,2.0,0.0,
712,7224.0,2.0,0.0,
713,3122.0,2.0,0.0,907.1
714,90850.0,2.0,0.0,156.7
715,5159.0,2.0,0.0,
716,5141.0,2.0,0.0,
717,84858.0,2.0,0.0,
718,9235.0,2.0,0.0,
719,222223.0,2.0,0.0,
720,1029.0,2.0,0.0,
721,9217.0,2.0,0.0,
722,11264.0,2.0,0.0,
723,1434.0,2.0,0.0,
724,6444.0,2.0,0.0,
725,84976.0,2.0,0.0,
726,353355.0,2.0,0.0,
727,3786.0,2.0,0.0,
728,1131.0,2.0,0.0,
729,29950.0,2.0,0.0,
730,9463.0,2.0,0.0,
731,146664.0,2.0,0.0,
732,5351.0,2.0,0.0,
733,195814.0,2.0,0.0,
734,5339.0,2.0,0.0,750.9
735,2915.0,2.0,0.0,
736,259249.0,2.0,0.0,
737,5295.0,2.0,0.0,1206.1
738,9381.0,2.0,0.0,
739,53637.0,2.0,0.0,
740,58525.0,2.0,0.0,
741,55852.0,2.0,0.0,
742,50808.0,2.0,0.0,
743,402569.0,2.0,0.0,
744,7290.0,2.0,0.0,
745,130162.0,2.0,0.0,
746,7280.0,2.0,0.0,
747,284001.0,2.0,0.0,
748,56848.0,2.0,0.0,
749,1005.0,2.0,0.0,68.4
750,55133.0,2.0,0.0,221.6
751,51105.0,2.0,0.0,
752,346007.0,2.0,0.0,
753,10131.0,2.0,0.0,
754,51079.0,2.0,0.0,
755,81792.0,2.0,0.0,
756,57214.0,2.0,0.0,
757,153443.0,2.0,0.0,
758,5983.0,2.0,0.0,
759,3904.0,2.0,0.0,
760,673.0,2.0,0.0,1298.9
761,57148.0,2.0,0.0,382.1
762,2066.0,2.0,0.0,1443.7
763,200232.0,2.0,0.0,
764,345193.0,2.0,0.0,
765,284306.0,2.0,0.0,
766,55063.0,2.0,0.0,
767,10242.0,2.0,0.0,
768,3848.0,2.0,0.0,495.0
769,221092.0,2.0,0.0,215.7
770,26533.0,2.0,0.0,
771,10157.0,2.0,0.0,
772,22866.0,2.0,0.0,
773,2045.0,2.0,0.0,
774,149499.0,2.0,0.0,
775,4090.0,2.0,0.0,
776,2033.0,2.0,0.0,1590.7
777,153579.0,2.0,0.0,
778,55269.0,2.0,0.0,
779,131034.0,2.0,0.0,
780,440279.0,2.0,0.0,
781,6101.0,2.0,0.0,91.7
782,11148.0,2.0,0.0,
783,55247.0,2.0,0.0,413.5
784,6093.0,2.0,0.0,
785,163786.0,2.0,0.0,
786,1981.0,2.0,0.0,
787,4026.0,2.0,0.0,688.2
788,64746.0,2.0,0.0,
789,343990.0,2.0,0.0,
790,84675.0,2.0,0.0,
791,343450.0,2.0,0.0,
792,9745.0,2.0,0.0,
793,124535.0,2.0,0.0,
794,56171.0,2.0,0.0,48.7
795,26271.0,2.0,0.0,
796,28316.0,2.0,0.0,
797,83607.0,2.0,0.0,
798,50835.0,2.0,0.0,
799,123745.0,2.0,0.0,
800,9857.0,2.0,0.0,180.8
801,401024.0,2.0,0.0,
802,3694.0,2.0,0.0,
803,57084.0,2.0,0.0,
804,128611.0,2.0,0.0,
805,9821.0,2.0,0.0,
806,54875.0,2.0,0.0,155.9
807,3664.0,2.0,0.0,
808,65094.0,2.0,0.0,
809,400954.0,2.0,0.0,
810,5673.0,2.0,0.0,
811,7716.0,2.0,0.0,51.2
812,333926.0,2.0,0.0,318.0
813,112970.0,2.0,0.0,
814,2058.0,2.0,0.0,1399.4
815,83538.0,2.0,0.0,
816,50939.0,2.0,0.0,
817,132851.0,2.0,0.0,
818,3949.0,2.0,0.0,448.1
819,4771.0,2.0,0.0,
